Model version,Images trained,Time [s],Loss (G),Loss (D),Loss (D-Real),Loss (D-Fake),Loss (D-GP)
30,899664,21688.001429080963,7.314482,-1.3264643,5.7461743,-7.314482,0.24184401
31,929456,22410.988777160645,10.525201,-1.181664,9.1045265,-10.525201,0.2390094
32,959568,23134.136466026306,8.439409,-1.2202201,6.988864,-8.439409,0.2303253
33,989696,23857.005377292633,9.975555,-1.2224215,8.533568,-9.975555,0.21956554
34,1019808,24579.936762332916,6.762806,-1.2514728,5.2839327,-6.762806,0.22739989
35,1049920,25302.773713350296,9.15722,-0.9492071,8.004154,-9.15722,0.20386024
36,1079856,26025.909147024155,15.212818,-1.0411409,13.971692,-15.212818,0.19998746
37,1109680,26748.793098688126,9.965845,-1.2647768,8.468427,-9.965845,0.23264246
38,1139200,27471.752730369568,10.525542,-1.2418603,9.054835,-10.525542,0.22884707
39,1168752,28194.613612890244,12.083034,-1.0377402,10.850259,-12.083034,0.19503489
40,1198096,28917.582994699478,10.362334,-1.1217573,9.039109,-10.362334,0.20146817
41,1227904,29640.84483385086,9.657146,-1.1140628,8.31839,-9.657146,0.22469291
42,1257776,30363.77468752861,10.6363945,-1.0062901,9.4456,-10.6363945,0.18450558
43,1287632,31086.647416591644,10.150979,-0.8906387,9.091429,-10.150979,0.16891152
44,1317296,31809.66147875786,15.610676,-1.039853,14.375002,-15.610676,0.19582033
45,1346752,32532.6757876873,10.596021,-0.7717898,9.667413,-10.596021,0.15681717
46,1376752,33255.563487529755,5.7653637,-0.9863021,4.572027,-5.7653637,0.20703444
47,1406656,33978.8555457592,8.7851925,-0.9131591,7.6993775,-8.7851925,0.17265658
48,1436432,34702.02137136459,8.161768,-0.8505925,7.14534,-8.161768,0.16583636
49,1466224,35425.14860486984,5.415723,-0.7351404,4.541694,-5.415723,0.13888825
50,1496224,36149.15533065796,2.604495,-0.7059992,1.7437403,-2.604495,0.1547554
51,1526112,36872.15613937378,10.05446,-0.8051801,9.09838,-10.05446,0.15089875
52,1555856,37595.142139196396,4.6329346,-0.58724004,3.9340029,-4.6329346,0.11169175
53,1585552,38318.161531448364,12.353156,-0.5984463,11.619884,-12.353156,0.13482495
54,1615248,39041.23347353935,6.8954234,-0.79334766,5.953533,-6.8954234,0.14854279
55,1645056,39764.38227248192,10.147773,-0.6640055,9.359682,-10.147773,0.124085575
56,1674816,40487.66962099075,5.9246554,-0.5661869,5.239185,-5.9246554,0.1192846
57,1704800,41210.879792928696,11.239744,-0.6037565,10.507623,-11.239744,0.12836492
58,1734736,41933.891394376755,10.038024,-0.66641974,9.232923,-10.038024,0.13868085
59,1764736,42656.91719150543,11.004309,-0.63800013,10.250851,-11.004309,0.11545716
60,1794624,43380.654522657394,8.881843,-0.62221855,8.139996,-8.881843,0.119628005
61,1824096,44104.152269124985,8.577751,-0.6060343,7.835783,-8.577751,0.13593356
62,1853952,44827.43068242073,11.764102,-0.52964973,11.120079,-11.764102,0.11437267
63,1884112,45551.4296233654,6.571006,-0.5872189,5.863449,-6.571006,0.12033826
64,1914128,46274.62704014778,7.014333,-0.5976912,6.28803,-7.014333,0.12861094
65,1943968,46997.576410770416,12.375882,-0.49312216,11.7775135,-12.375882,0.10524624
