Model version,Images trained,Time [s],Loss (G),Loss (D),Loss (D-Real),Loss (D-Fake),Loss (D-GP)
106,4778720,76756.63335609436,100.35797882080078,-3.604092836380005,95.86365509033205,-100.35797882080078,0.8902326226234436
107,4824944,77480.977196455,99.7374496459961,-3.608119249343872,95.23446655273438,-99.7374496459961,0.8948773145675659
108,4871408,78204.968719244,97.13468170166016,-3.679060935974121,92.52904510498048,-97.13468170166016,0.926582932472229
109,4918240,78933.28281140327,98.49654388427734,-3.601985454559326,93.98641967773438,-98.49654388427734,0.9081342220306396
110,4964832,79657.43919372559,98.94217681884766,-3.660600900650024,94.3511199951172,-98.94217681884766,0.9304473996162416
111,5010864,80381.48821020126,98.51433563232422,-3.579511880874634,94.04483032226562,-98.51433563232422,0.8899957537651062
112,5057504,81105.57170248032,98.9453125,-3.64856481552124,94.38677978515624,-98.9453125,0.9099753499031068
113,5102688,81829.94984602928,99.35143280029295,-3.611469984054565,94.82748413085938,-99.35143280029295,0.9124742150306702
114,5148992,82553.98224782944,97.31434631347656,-3.6447110176086426,92.7531509399414,-97.31434631347656,0.9164807796478271
115,5195664,83277.95326590538,98.0987319946289,-3.6541495323181152,93.52061462402344,-98.0987319946289,0.9239578247070312
116,5240848,84001.94507956505,99.47457122802734,-3.642526865005493,94.92430877685548,-99.47457122802734,0.9077252149581908
117,5287040,84726.27655792236,98.75299835205078,-3.626716375350952,94.22171783447266,-98.75299835205078,0.9045678377151488
118,5333200,85450.35884404182,97.50818634033205,-3.692373752593994,92.8884506225586,-97.50818634033205,0.9273545742034912
119,5379712,86174.47357916832,96.18392944335938,-3.6512563228607178,91.60616302490234,-96.18392944335938,0.9265196919441224
120,5426208,86898.87158179283,97.72418975830078,-3.65543532371521,93.14205169677734,-97.72418975830078,0.926707684993744
121,5472192,87624.03427863121,97.0055923461914,-3.672409772872925,92.41020965576172,-97.0055923461914,0.9229618310928344
122,5518320,88348.16665792465,97.69649505615234,-3.704533815383911,93.06432342529295,-97.69649505615234,0.9276363253593444
123,5564400,89072.1386294365,96.31175994873048,-3.6869146823883057,91.69409942626952,-96.31175994873048,0.9307527542114258
124,5610592,89796.27660369873,94.75444793701172,-3.6381075382232666,90.18976593017578,-94.75444793701172,0.9265771508216858
125,5657008,90520.31594777109,94.36827087402344,-3.699975490570069,89.73930358886719,-94.36827087402344,0.9289913773536682
126,5702928,91244.44125270844,93.4966278076172,-3.687072277069092,88.88078308105469,-93.4966278076172,0.928765833377838
127,5748928,91968.65459513664,93.7335968017578,-3.752862691879273,89.01019287109375,-93.7335968017578,0.970541775226593
128,5794544,92692.60366654396,93.95506286621094,-3.775399208068848,89.19767761230469,-93.95506286621094,0.9819722771644592
129,5840656,93416.69355344772,94.14571380615234,-3.7326173782348633,89.45930480957031,-94.14571380615234,0.9537878632545472
130,5884800,94136.92425370216,93.26791381835938,-3.8024516105651855,88.49295806884766,-93.26791381835938,0.9724982380867004
131,5930800,94861.72425699234,92.03468322753906,-3.742729902267456,87.32066345214844,-92.03468322753906,0.971293568611145
132,5976704,95585.8455209732,92.64114379882812,-3.722532272338867,87.9547119140625,-92.64114379882812,0.9639087319374084
133,6023296,96309.91225504875,92.81492614746094,-3.7444963455200195,88.11835479736328,-92.81492614746094,0.9520801901817322
134,6069760,97033.99132514,92.04036712646484,-3.7729008197784424,87.27519989013672,-92.04036712646484,0.9922696948051453
135,6116432,97758.1734855175,91.58246612548828,-3.7721104621887207,86.83464050292969,-91.58246612548828,0.9757166504859924
136,6162368,98482.83228778839,91.78009796142578,-3.7315328121185303,87.07368469238281,-91.78009796142578,0.9748788475990295
137,6208096,99207.41457366943,91.04573059082031,-3.808175563812256,86.24156951904297,-91.04573059082031,0.9959762692451477
138,6254144,99931.55432462692,90.4491195678711,-3.7375686168670654,85.7186050415039,-90.4491195678711,0.9929417967796326
139,6300560,100655.65122175217,90.90122985839844,-3.8022799491882324,86.12487030029297,-90.90122985839844,0.9740808010101318
140,6346912,101379.76465654373,91.59721374511719,-3.798118829727173,86.7975082397461,-91.59721374511719,1.0015822649002075
141,6392928,102104.98522543907,90.3022689819336,-3.788581609725952,85.50006866455078,-90.3022689819336,1.0136152505874634
142,6438736,102829.09827661514,88.9529800415039,-3.8450570106506348,84.0916519165039,-88.9529800415039,1.0162677764892578
143,6484624,103553.32937860489,87.9634780883789,-3.8428680896759033,83.10829162597656,-87.9634780883789,1.0123146772384644
144,6530784,104277.59580039978,88.49691772460938,-3.8717477321624756,83.62156677246094,-88.49691772460938,1.0036070346832275
145,6576848,105001.70204567909,89.76351165771484,-3.833655595779419,84.90990447998047,-89.76351165771484,1.0199573040008545
146,6622544,105725.73251056671,88.07785034179688,-3.839475154876709,83.23163604736328,-88.07785034179688,1.0067375898361206
147,6668256,106449.80878043175,85.88998413085938,-3.8767073154449463,80.9967269897461,-85.88998413085938,1.0165455341339111
148,6714304,107173.76999354362,85.38249206542969,-3.8902416229248047,80.44600677490234,-85.38249206542969,1.0462397336959839
149,6760368,107897.95915532112,84.50814819335938,-3.937603235244751,79.5234375,-84.50814819335938,1.0471166372299194
150,6806416,108622.2688241005,84.63348388671875,-3.9234070777893066,79.66133880615234,-84.63348388671875,1.048732042312622
151,6851904,109346.48879122734,86.43115234375,-3.886849880218506,81.52388000488281,-86.43115234375,1.0204216241836548
152,6897440,110070.68003416061,86.01708221435547,-3.9139771461486816,81.0497817993164,-86.01708221435547,1.0533249378204346
153,6943504,110794.74329161644,85.84597778320312,-4.032374382019043,80.7295150756836,-85.84597778320312,1.0840815305709839
154,6989376,111518.96322965622,86.55628204345703,-3.9669933319091797,81.52022552490234,-86.55628204345703,1.0690642595291138
155,7035040,112243.00314474106,86.07723999023438,-3.979238748550415,80.99762725830078,-86.07723999023438,1.1003758907318115
156,7080544,112967.23438167572,85.76338195800781,-3.996652126312256,80.69451141357422,-85.76338195800781,1.0722250938415527
157,7126272,113691.37589025497,85.22715759277344,-3.994053840637207,80.12649536132812,-85.22715759277344,1.1066076755523682
158,7172096,114415.62575387955,84.48046875,-3.968397855758667,79.42765045166016,-84.48046875,1.0844225883483887
159,7218336,115139.86954784393,83.57267761230469,-4.029074668884277,78.44908905029297,-83.57267761230469,1.0945059061050415
160,7263712,115864.07772183418,85.12986755371094,-4.048840045928955,79.9858627319336,-85.12986755371094,1.0951728820800781
161,7309264,116588.95007371902,83.63795471191406,-3.982546091079712,78.53465270996094,-83.63795471191406,1.1207596063613892
162,7354624,117313.17935752869,83.58240509033203,-4.066962242126465,78.41703033447266,-83.58240509033203,1.0984158515930176
163,7400272,118037.29664134979,82.283935546875,-4.070964336395264,77.10342407226562,-82.283935546875,1.1095459461212158
164,7446224,118761.38891267776,81.96515655517578,-4.035639762878418,76.81574249267578,-81.96515655517578,1.1137752532958984
165,7492064,119485.89719080925,81.77001190185547,-4.118473052978516,76.51286315917969,-81.77001190185547,1.138683795928955
166,7537088,120210.07933211327,81.07709503173828,-4.067652702331543,75.91963195800781,-81.07709503173828,1.0898101329803467
167,7582656,120934.19252347946,81.39506530761719,-4.051120758056641,76.22784423828125,-81.39506530761719,1.1161118745803833
168,7628560,121658.24854159355,80.81779479980469,-4.17534065246582,75.48002624511719,-80.81779479980469,1.1624279022216797
169,7674384,122382.73476839066,81.17012786865234,-4.09330415725708,75.95751953125,-81.17012786865234,1.1193057298660278
170,7720176,123106.82719421387,80.9957504272461,-4.115352630615234,75.72090148925781,-80.9957504272461,1.1595016717910767
171,7765552,123831.0024356842,79.22713470458984,-4.156226634979248,73.93134307861328,-79.22713470458984,1.1395665407180786
172,7810896,124555.11326646805,80.45257568359375,-4.176041126251221,75.10321807861328,-80.45257568359375,1.1733118295669556
